Date;Open;High;Low;Close;WAP;No. of Shares;No. of Trades;Total Turnover;Deliverable Quantity;% Deli. Qty to Traded Qty;Spread H-L;Spread C-O
27.08.2013;177;177;172;176;1.73E+11;14640;170;25260;14590;9966;5;-1
26.08.2013;176;176;175;175;1.75E+11;3000;20;5260;3000;1000;1;-1
23.08.2013;176;176;173;175;1.74E+11;69050;180;120270;69000;9993;3;-1
22.08.2013;178;178;174;176;1.76E+11;478060;480;843520;440560;9216;4;-2
21.08.2013;178;178;177;177;1.77E+11;2900;110;5130;2900;1000;1;-1
20.08.2013;176;176;176;176;176;6000;110;10560;6000;1000;0;0
19.08.2013;174;174;169;174;1.71E+11;42050;270;71790;2000;476;5;0
16.08.2013;171;174;171;172;1.73E+11;163300;550;282410;101500;6216;3;1
14.08.2013;167;172;167;171;1.68E+11;388400;600;654030;378380;9742;5;4
13.08.2013;171;171;166;17;1.69E+11;254400;930;431200;211750;8324;5;-1
12.08.2013;17;17;168;169;1.69E+11;686050;990;1158380;595440;8679;2;-1
08.08.2013;168;168;162;167;1.65E+11;529820;360;874710;428190;8082;6;-1
07.08.2013;167;167;161;165;1.63E+11;59450;400;96890;34450;5795;6;-2
06.08.2013;167;167;164;164;1.66E+11;612250;520;1014950;562250;9183;3;-3
05.08.2013;167;167;167;167;1.67E+11;21120;130;35270;21120;1000;0;0
02.08.2013;17;17;166;168;16690616019;160060;630;267150;120000;7497;4;-2
01.08.2013;174;174;169;169;1.69E+11;113050;330;191550;113020;9997;5;-5
31.07.2013;174;174;172;172;1.72E+11;402210;420;691850;322430;8016;2;-2
30.07.2013;176;18;175;175;17555917987;815480;720;1431650;603340;7399;5;-1
29.07.2013;18;18;176;178;1.78E+11;426990;760;759600;346990;8126;4;-2
26.07.2013;181;181;177;179;1.78E+11;615030;1300;1097050;397260;6459;4;-2
25.07.2013;184;184;18;18;1.80E+11;381330;600;686490;311330;8164;4;-4
24.07.2013;185;185;179;183;1.83E+11;917050;2220;1674840;649180;7079;6;-2
23.07.2013;182;182;176;182;1.78E+11;949070;2500;1692510;696070;7334;6;0
22.07.2013;179;179;176;179;1.78E+11;348460;770;620510;268300;770;3;0
19.07.2013;175;176;173;176;1.76E+11;589360;1290;1036570;471260;7996;3;1
18.07.2013;168;174;168;173;1.73E+11;460780;1950;798870;377230;8187;6;5
17.07.2013;175;175;169;171;17235001105;588210;1860;1013780;545910;9281;6;-4
16.07.2013;174;174;168;172;1.73E+11;133900;920;231170;132650;9907;6;-2
15.07.2013;171;171;171;171;1.71E+11;31230;40;53400;31230;1000;0;0
12.07.2013;168;168;168;168;1.68E+11;112440;730;188890;112440;1000;0;0
11.07.2013;165;165;165;165;165;241000;990;397650;231000;9585;0;0
10.07.2013;164;165;159;162;1.60E+11;2070970;3630;3304550;1771240;8553;6;-2
09.07.2013;168;168;162;162;16283386066;1109370;1750;1806430;796770;7182;6;-6
08.07.2013;165;168;164;165;1.66E+11;658120;2060;1090260;594120;9028;4;0
05.07.2013;17;17;167;167;1.68E+11;1682170;4300;2821740;1382170;8217;3;-3
04.07.2013;168;174;168;17;1.71E+11;1275340;3660;2179800;1190340;9334;6;2
03.07.2013;176;176;17;171;1.71E+11;2771120;2720;4750750;2288200;8257;6;-5
02.07.2013;168;174;168;173;1.70E+11;3319710;2640;5649620;3213320;968;6;5
01.07.2013;171;171;171;171;1.71E+11;9510;90;16260;9510;1000;0;0
28.06.2013;174;174;174;174;1.74E+11;17040;640;29640;17040;1000;0;0
27.06.2013;177;177;177;177;177;12000;1700;21240;12000;1000;0;0
26.06.2013;18;18;18;18;1.80E+11;8140;1210;14650;8140;1000;0;0
25.06.2013;183;183;183;183;1.83E+11;13830;2120;25300;13830;1000;0;0
24.06.2013;186;186;186;186;1.86E+11;6620;2000;12310;6620;1000;0;0
21.06.2013;189;189;189;189;1.89E+11;39180;2770;74050;39180;1000;0;0
20.06.2013;192;192;192;192;1.92E+11;8700;1360;16700;8700;1000;0;0
19.06.2013;195;195;195;195;1.95E+11;6120;1990;11930;6120;1000;0;0
18.06.2013;198;198;198;198;1.98E+11;8470;1770;16770;8470;1000;0;0
17.06.2013;202;202;202;202;2.02E+11;9710;1410;19610;9710;1000;0;0
14.06.2013;206;206;206;206;2.06E+11;5620;1100;11570;5620;1000;0;0
13.06.2013;21;21;21;21;2.10E+11;2480;720;5200;2480;1000;0;0
12.06.2013;214;214;214;214;2.14E+11;4750;1520;10160;4750;1000;0;0
11.06.2013;218;218;218;218;2.18E+11;1570;940;3420;1570;1000;0;0
10.06.2013;222;222;222;222;22;100;100;220;100;1000;0;0
07.06.2013;226;226;226;226;2.26E+11;10560;140;23860;10560;1000;0;0
06.06.2013;23;23;23;23;2.30E+11;1050;20;2410;1050;1000;0;0
05.06.2013;234;234;234;234;22;50;50;110;50;1000;0;0
04.06.2013;238;238;238;238;238;130000;50;309400;130000;1000;0;0
03.06.2013;242;242;242;242;2.42E+11;1063100;60;2572700;1063100;1000;0;0
31.05.2013;246;246;246;246;246;15500;50;38130;15500;1000;0;0
30.05.2013;255;255;25;25;2.51E+11;43000;60;108000;43000;1000;5;-5
29.05.2013;255;255;255;255;2548;2500;20;6370;2500;1000;0;0
28.05.2013;26;26;26;26;26;6500;40;16900;6500;1000;0;0
27.05.2013;265;265;265;265;2.62E+11;260;20;680;260;1000;0;0
24.05.2013;27;27;27;27;27;200;110;540;200;1000;0;0
23.05.2013;275;275;275;275;2.75E+11;2100;30;5770;2100;1000;0;0
22.05.2013;28;28;28;28;28;100100;190;280280;100100;1000;0;0
21.05.2013;285;285;285;285;285;1000;10;2850;1000;1000;0;0
20.05.2013;29;29;29;29;29;224000;250;649600;224000;1000;0;0
17.05.2013;295;295;295;295;2.95E+11;22500;20;66370;22500;1000;0;0
16.05.2013;301;301;301;301;301;309000;1020;930090;309000;1000;0;0
15.05.2013;307;307;307;307;307;9000;20;27630;9000;1000;0;0
14.05.2013;313;313;313;313;3.13E+11;25950;140;81220;25950;1000;0;0
13.05.2013;319;319;319;319;3.19E+11;192600;570;614390;192600;1000;0;0
11.05.2013;325;325;325;325;324;500;10;1620;500;1000;0;0
10.05.2013;331;331;331;331;3.31E+11;100890;830;333940;100890;1000;0;0
09.05.2013;337;337;337;337;3.37E+11;11750;140;39590;11750;1000;0;0
08.05.2013;343;343;343;343;3.43E+11;50400;100;172870;50400;1000;0;0
07.05.2013;349;349;349;349;3.49E+11;2050;20;7150;2050;1000;0;0
06.05.2013;356;356;356;356;3.56E+11;808190;110;2877150;808190;1000;0;0
03.05.2013;366;366;353;363;3.63E+11;141410;790;513530;141410;1000;13;-3
02.05.2013;371;371;353;359;3.57E+11;200630;460;716120;200630;1000;18;-12
30.04.2013;371;371;371;371;3.71E+11;87750;110;325550;87750;1000;0;0
29.04.2013;39;39;39;39;3.90E+11;1543040;250;6017850;1543040;1000;0;0
26.04.2013;41;41;41;41;41;26000;50;106600;26000;1000;0;0
25.04.2013;431;431;431;431;4.31E+11;10450;50;45030;10450;1000;0;0
23.04.2013;453;453;453;453;4.53E+11;29650;70;134310;29650;1000;0;0
22.04.2013;51;51;476;476;4.77E+11;11800;70;56300;11800;1000;34;-34
18.04.2013;55;55;501;501;5.01E+11;37960;150;190180;37960;1000;49;-49
17.04.2013;557;557;517;527;5.21E+11;79810;460;416190;79810;1000;4;-3
16.04.2013;522;554;522;544;5.42E+11;1405230;610;7619860;1405230;1000;32;22
15.04.2013;524;557;524;549;5.29E+11;1687380;550;8917970;1687380;1000;33;25
12.04.2013;551;551;551;551;5.51E+11;326500;280;1799010;326500;1000;0;0
11.04.2013;579;638;579;579;5.82E+11;619860;620;3610270;619860;1000;59;0
10.04.2013;67;67;609;609;6.10E+11;278190;710;1695930;278190;1000;61;-61
09.04.2013;68;684;64;64;6.46E+11;1373610;860;8876360;1373610;1000;44;-4
08.04.2013;63;69;63;673;6.57E+11;1955850;790;12853550;1955850;1000;6;43
05.04.2013;668;668;612;663;6.59E+11;1916160;910;12634550;1916160;1000;56;-5
04.04.2013;645;68;639;644;6.43E+11;755400;770;4854430;755400;1000;41;-1
03.04.2013;728;728;672;672;6.72E+11;327460;420;2201060;327460;1000;56;-56
02.04.2013;74;74;687;707;7.04E+11;1430770;1470;10075420;1430770;1000;53;-33
01.04.2013;723;735;723;723;7.23E+11;840100;650;6074480;730330;8693;12;0
28.03.2013;80;83;76;76;7.62E+11;360230;780;2745690;340020;9439;7;-4
26.03.2013;898;908;837;844;8.66E+11;2181170;2140;18898660;1002530;4596;71;-54
25.03.2013;100;1029;904;929;9.64E+11;6506940;4320;62695530;4028720;6191;125;-71
22.03.2013;108;108;99;1004;9.99E+11;4247900;2030;42430950;2924340;6884;9;-76
21.03.2013;1029;1029;977;998;9.96E+11;3090910;1760;30798270;2400520;7766;52;-31
20.03.2013;1041;1041;916;995;1.01E+11;2495980;1410;25161500;1943700;7787;125;-46
19.03.2013;999;999;95;987;9.86E+11;3054970;1720;30126450;2388870;782;49;-12
18.03.2013;991;991;89;98;9.54E+11;5621390;2440;53624900;3830620;6814;101;-11
15.03.2013;935;959;871;946;9.18E+11;5966060;2580;54750420;4642970;7782;88;11
14.03.2013;871;915;831;901;8.81E+11;4137220;1890;36452420;3411270;8245;84;3
13.03.2013;82;859;805;853;8.33E+11;2527430;1290;21051410;1771070;7007;54;33
12.03.2013;875;877;799;838;8.32E+11;4526120;1620;37653400;2841890;6279;78;-37
11.03.2013;801;858;801;853;83638553812;2976100;1490;24891670;2124060;7137;57;52
08.03.2013;835;836;795;826;81613571069;4946110;2480;40366970;3372040;6818;41;-9
07.03.2013;796;85;796;814;8.10E+11;3235560;1540;26202890;2616220;8086;54;18
06.03.2013;79;835;784;816;80878080622;6832630;3860;55261000;3371080;4934;51;26
05.03.2013;80;835;78;825;8.06E+11;5669590;2150;45688850;2941980;5189;55;25
04.03.2013;803;83;776;82;7.99E+11;4074090;2330;32553050;2469960;6063;54;17
01.03.2013;811;84;786;816;8.25E+11;3161020;1430;26091490;2222080;703;54;5
28.02.2013;808;829;80;827;8.25E+11;5152050;1270;42524000;4354910;8453;29;19
27.02.2013;805;812;773;807;7.99E+11;4068250;1340;32515280;3643210;8955;39;2
26.02.2013;76;78;741;777;7.70E+11;3986550;1310;30677920;3350870;8405;39;17
25.02.2013;743;754;711;753;7.39E+11;2763470;1340;20419370;1941760;7027;43;1
22.02.2013;729;75;693;741;7.24E+11;8121960;2470;58768460;5566720;6854;57;12
21.02.2013;71;736;701;729;7.24E+11;6381200;1680;46180000;5327700;8349;35;19
20.02.2013;715;729;701;726;71612559007;5351060;1510;38320310;3502440;6545;28;11
19.02.2013;734;734;695;713;7.08E+11;4715420;1680;33391720;3616270;7669;39;-21
18.02.2013;71;718;68;709;7.02E+11;3482020;1100;24459980;1740610;4999;38;-1
15.02.2013;702;72;67;696;6.84E+11;4765880;2000;32621030;2144150;4499;5;-6
14.02.2013;728;728;677;702;6.97E+11;7041180;3550;49044540;3571100;5072;51;-26
13.02.2013;716;742;694;712;7.12E+11;8074080;1960;57453800;4211330;5216;48;-4
12.02.2013;716;75;71;73;7.26E+11;7825410;1950;56839130;4558800;5826;4;14
11.02.2013;71;732;699;728;7.25E+11;1918400;690;13908140;1247080;6501;33;18
08.02.2013;705;738;704;723;7.22E+11;1399040;450;10099120;1163450;8316;34;18
07.02.2013;695;724;69;723;7.09E+11;2952600;990;20948130;2447760;829;34;28
06.02.2013;70;70;682;696;6.91E+11;2246900;1260;15533360;1843550;8205;18;-4
05.02.2013;699;70;663;692;6.78E+11;1264850;1370;8578100;877540;6938;37;-7
04.02.2013;745;745;697;697;7.02E+11;1390440;1300;9762080;728160;5237;48;-48
01.02.2013;722;746;709;733;7.24E+11;1442470;1050;10449720;808310;5604;37;11
31.01.2013;757;757;719;746;7.39E+11;748090;570;5528880;581400;7772;38;-11
30.01.2013;749;749;712;737;7.36E+11;4028280;1260;29632500;2958540;7344;37;-12
29.01.2013;73;732;70;73;7.26E+11;4420810;1500;32075380;3485690;7885;32;0
28.01.2013;73;734;698;719;7.14E+11;5577660;2040;39839670;3701380;6636;36;-11
25.01.2013;729;739;685;705;7.08E+11;7650520;2190;54148080;4320560;5647;54;-24
24.01.2013;717;739;712;72;7.16E+11;8493410;1750;60835300;5085460;5988;27;3
23.01.2013;79;792;739;749;7.73E+11;2300500;880;17775760;1578360;6861;53;-41
22.01.2013;81;81;75;768;7.79E+11;3281690;1870;25564510;1860150;5668;6;-42
21.01.2013;779;781;74;774;7.59E+11;2329350;1180;17678160;1570340;6742;41;-5
18.01.2013;745;756;715;749;7.41E+11;3685910;1340;27326590;2788670;7566;41;4
17.01.2013;787;809;721;722;7.58E+11;2039790;1610;15461930;1694370;8307;88;-65
16.01.2013;815;839;77;801;8.01E+11;2056970;1580;16477960;1556620;7568;69;-14
15.01.2013;812;818;795;817;8.15E+11;3892160;1600;31703360;2483260;638;23;5
14.01.2013;885;917;802;823;8.33E+11;4889470;3530;40706480;3057260;6253;115;-62
11.01.2013;925;929;832;891;8.95E+11;5452880;5680;48783940;3752520;6882;97;-34
10.01.2013;926;955;882;923;9.27E+11;2593550;1380;24047010;2453980;9462;73;-3
09.01.2013;97;978;906;926;9.26E+11;3229750;1320;29915370;2339630;7244;72;-44
08.01.2013;91;92;818;913;8.95E+11;2636930;2460;23590550;1853080;7027;102;3
07.01.2013;85;922;848;908;9.03E+11;2492480;1140;22498890;1999850;8024;74;58
04.01.2013;90;90;85;891;8.81E+11;2860340;1810;25191230;2417750;8453;5;-9
03.01.2013;893;893;85;878;8.67E+11;3017620;1660;26149740;2545110;8434;43;-15
02.01.2013;87;87;845;856;8.55E+11;3742860;1130;32010970;3359590;8976;25;-14
01.01.2013;816;86;805;855;8.31E+11;4748410;2330;39473490;3363470;7083;55;39
31.12.2012;829;858;798;844;84233599374;2504630;1270;21097400;2183870;8719;6;15
28.12.2012;865;865;795;835;8.06E+11;4444810;1830;35838350;3474130;7816;7;-3
27.12.2012;83;86;80;836;8.32E+11;2563250;1300;21322300;2005950;7826;6;6
26.12.2012;85;873;791;823;80868262499;6147680;3430;49715220;3753360;6105;82;-27
24.12.2012;918;918;832;832;83280476448;3124790;1990;26023400;1923620;6156;86;-86
21.12.2012;915;928;867;875;8.89E+11;2807300;1770;24963870;2411380;859;61;-4
20.12.2012;90;93;87;912;9.09E+11;3536290;1520;32145210;2741410;7752;6;12
19.12.2012;90;924;855;893;8.84E+11;2811920;1370;24869900;2662840;947;69;-7
18.12.2012;951;951;862;883;8.80E+11;3582020;2860;31529530;2926840;8171;89;-68
17.12.2012;924;933;875;907;9.09E+11;3355760;1940;30488250;2772940;8263;58;-17
14.12.2012;948;948;896;905;9.03E+11;6275880;2280;56682400;4215710;6717;52;-43
13.12.2012;972;972;901;943;9.46E+11;1847710;1350;17472830;1713260;9272;71;-29
12.12.2012;924;943;91;937;9.38E+11;2133980;1500;20006790;1586940;7437;33;13
11.12.2012;957;957;894;914;9070602709;3308230;2820;30007640;2554510;7722;63;-43
10.12.2012;929;945;905;941;9.33E+11;1700880;1330;15872800;1582540;9304;4;12
07.12.2012;916;944;911;929;92680416204;4034560;5670;37392470;2502270;6202;33;13
06.12.2012;985;985;907;958;9.54E+11;2381550;2540;22715640;1851950;7776;78;-27
05.12.2012;919;942;901;94;9.32E+11;4832280;1950;45035710;3986140;8249;41;21
04.12.2012;899;925;865;919;9078688205;2975160;1870;27010550;1920470;6455;6;2
03.12.2012;89;89;845;886;8.78E+11;2272430;1510;19963130;1677340;7381;45;-4
30.11.2012;90;90;846;874;8.66E+11;2869210;1400;24854430;2391000;8333;54;-26
29.11.2012;88;90;855;865;8.63E+11;7136430;2150;61618250;4956690;6946;45;-15
27.11.2012;87;89;85;876;8.73E+11;1620400;1340;14153230;1156150;7135;4;6
26.11.2012;875;875;851;866;8.64E+11;1843840;1460;15929020;1482150;8038;24;-9
23.11.2012;88;88;842;859;8.64E+11;2317890;4340;20029180;1848400;7974;38;-21
22.11.2012;87;87;828;861;8.49E+11;1639380;1060;13912500;1639380;1000;42;-9
21.11.2012;862;89;812;869;8.45E+11;1956530;1680;16528810;1956530;1000;78;7
20.11.2012;849;86;824;854;8.54E+11;897700;570;7663240;897700;1000;36;5
19.11.2012;839;853;807;849;8.38E+11;1753650;870;14692280;1753650;1000;46;1
16.11.2012;81;844;807;842;8.32E+11;1532920;610;12756110;1532920;1000;37;32
15.11.2012;86;86;825;849;84977201652;1675560;1210;14238440;1675560;1000;35;-11
13.11.2012;85;876;82;868;8.62E+11;619060;480;5338460;619060;1000;56;18
12.11.2012;847;847;806;839;8.27E+11;1673360;1080;13835320;1673360;1000;41;-8
09.11.2012;85;86;811;844;8.23E+11;2074930;1170;17075930;2074930;1000;49;-6
08.11.2012;848;86;82;853;8.50E+11;1503940;1000;12782640;1503940;1000;4;5
07.11.2012;845;846;819;844;8.40E+11;1616380;770;13577000;1616380;1000;27;-1
06.11.2012;85;85;815;847;8.43E+11;1850210;800;15600080;1850210;1000;35;-3
05.11.2012;85;85;804;845;8.37E+11;776040;520;6493860;776040;1000;46;-5
02.11.2012;85;85;801;845;8.29E+11;2084980;1070;17292950;2084980;1000;49;-5
01.11.2012;863;863;817;843;8.47E+11;840940;350;7118650;840940;1000;46;-2
31.10.2012;842;858;802;853;8371487495;1449820;820;12137150;1449820;1000;56;11
30.10.2012;845;85;802;842;8.34E+11;976950;440;8146960;976950;1000;48;-3
29.10.2012;804;849;804;844;8.38E+11;1787230;1120;14969910;1787230;1000;45;4
26.10.2012;815;878;815;846;84566070265;1473280;710;12458950;1473280;1000;63;31
25.10.2012;856;86;814;845;8.31E+11;563110;550;4682160;563110;1000;46;-11
23.10.2012;815;86;815;856;8.34E+11;877740;890;7316860;877740;1000;45;41
22.10.2012;864;864;831;857;8.56E+11;916850;470;7850430;916850;1000;33;-7
19.10.2012;812;879;804;852;8.48E+11;1685100;940;14290160;1685100;1000;75;4
18.10.2012;82;858;811;844;8.34E+11;1044940;760;8715030;1044940;1000;47;24
17.10.2012;85;85;82;847;8.48E+11;868990;480;7365230;868990;1000;3;-3
16.10.2012;864;864;807;853;8.39E+11;461070;460;3866450;461070;1000;57;-11
15.10.2012;845;85;80;847;8.44E+11;1334260;940;11266460;1334260;1000;5;2
12.10.2012;84;845;80;84;8.35E+11;1298630;880;10838410;1298630;1000;45;0
11.10.2012;84;844;803;839;8.39E+11;732180;530;6140210;732180;1000;41;-1
10.10.2012;811;839;811;836;8.29E+11;495550;630;4108870;495550;1000;28;25
09.10.2012;84;848;811;845;8.41E+11;1114650;770;9372660;1114650;1000;37;5
08.10.2012;855;855;804;832;8.30E+11;2621580;870;21770800;2621580;1000;51;-23
05.10.2012;84;86;805;846;8.34E+11;2630210;1280;21949000;2630210;1000;55;6
04.10.2012;825;848;807;847;8.36E+11;3504260;1100;29291380;3504260;1000;41;22
03.10.2012;859;859;82;848;83298586333;1107050;400;9221570;1107050;1000;39;-11
01.10.2012;83;858;816;855;8.48E+11;891200;760;7559290;891200;1000;42;25
28.09.2012;853;854;825;851;8.49E+11;430100;410;3651950;430100;1000;29;-2
27.09.2012;83;859;79;855;8.31E+11;1216510;900;10114010;1216510;1000;69;25
26.09.2012;847;847;775;823;8.08E+11;777600;590;6284340;777600;1000;72;-24
25.09.2012;834;834;80;815;8.18E+11;521310;350;4265590;521310;1000;34;-19
24.09.2012;839;839;78;821;8.18E+11;885590;700;7244580;885590;1000;59;-18
21.09.2012;839;839;787;817;8.15E+11;2280610;730;18582060;2280610;1000;52;-22
20.09.2012;80;86;79;827;8.19E+11;926120;530;7583560;926120;1000;7;27
18.09.2012;796;845;791;831;8.30E+11;1200060;870;9956470;1200060;1000;54;35
17.09.2012;835;835;795;832;8.31E+11;1529870;840;12708940;1529870;1000;4;-3
14.09.2012;845;845;80;836;8.25E+11;954720;1000;7876620;954720;1000;45;-9
13.09.2012;80;835;783;826;8.19E+11;1522950;1780;12474800;1522950;1000;52;26
12.09.2012;795;83;76;824;7.91E+11;792910;850;6275080;792910;1000;7;29
11.09.2012;78;804;74;799;7.93E+11;594730;1270;4718620;594730;1000;64;19
10.09.2012;765;779;72;777;7.66E+11;1211940;990;9283360;1211940;1000;59;12
08.09.2012;74;753;687;749;7.42E+11;311360;270;2308740;311360;1000;66;9
07.09.2012;71;725;664;722;7.17E+11;1501720;1360;10769950;1501720;1000;61;12
06.09.2012;67;70;64;698;NaN;1347540;1340;9170440;1347540;1000;6;28
05.09.2012;66;679;616;673;6.36E+11;2480070;1640;15777960;2480070;1000;63;13
04.09.2012;615;65;594;648;6.41E+11;1693890;1200;10862290;1693890;1000;56;33
03.09.2012;629;645;588;625;6.22E+11;1208320;1050;7516730;1208320;1000;57;-4
31.08.2012;643;645;589;618;6.19E+11;1340870;1290;8297920;1340870;1000;56;-25
30.08.2012;615;63;574;619;5.94E+11;1008350;590;5993260;1008350;1000;56;4
29.08.2012;609;609;552;604;5.95E+11;1276290;1200;7595160;1276290;1000;57;-5
28.08.2012;555;608;555;58;5.65E+11;4126090;1130;23317770;4126090;1000;53;25
27.08.2012;584;584;584;584;5.84E+11;293600;100;1714620;293600;1000;0;0
24.08.2012;614;614;614;614;614;5000;10;30700;5000;1000;0;0
23.08.2012;659;66;631;646;6.46E+11;498340;360;3217360;498340;1000;29;-13
22.08.2012;661;684;655;664;6.67E+11;1618700;720;10789850;1618700;1000;29;3
21.08.2012;73;73;662;689;67492856996;1459470;1100;9850380;1459470;1000;68;-41
17.08.2012;669;78;621;696;6.85E+11;4926210;2500;33721470;3199540;6495;159;27
16.08.2012;66;66;621;65;642782388;4909380;1930;31556630;3602290;7338;39;-1
14.08.2012;665;665;62;636;63513145987;2110530;1820;13404640;1440500;6825;45;-29
13.08.2012;67;67;622;636;63205196462;3888030;2480;24574370;2086160;5366;48;-34
10.08.2012;675;675;605;635;6.27E+11;3534150;1820;22168370;2409070;6817;7;-4
09.08.2012;644;644;622;629;6.30E+11;3604550;1640;22705680;2328520;646;22;-15
08.08.2012;64;64;618;633;6.31E+11;2171770;1220;13710460;1842620;8484;22;-7
07.08.2012;645;648;615;629;6.28E+11;1447460;1350;9083100;891590;616;33;-16
06.08.2012;62;639;60;628;6.21E+11;2170710;1280;13474000;1626480;7493;39;8
03.08.2012;606;618;595;61;6.07E+11;5172760;2590;31406140;4429860;8564;23;4
02.08.2012;64;64;568;607;6.02E+11;3686350;2130;22200590;3283220;8906;72;-33
01.08.2012;609;609;565;587;5.89E+11;5482330;2940;32277070;4734570;8636;44;-22
31.07.2012;609;609;573;59;5.85E+11;4344720;2570;25426420;3088240;7108;36;-19
30.07.2012;645;645;553;589;5.75E+11;3576130;2340;20576890;2749670;7689;92;-56
27.07.2012;586;586;556;572;5.72E+11;4340860;2090;24809830;2899630;668;3;-14
26.07.2012;565;591;556;575;5.72E+11;3187950;2220;18236720;2027630;636;35;1
25.07.2012;543;61;536;577;5.62E+11;4351120;2850;24433580;2732780;6281;74;34
24.07.2012;537;564;53;56;5.55E+11;7656730;3940;42498480;4932300;6442;34;23
23.07.2012;545;575;53;561;5.52E+11;1098320;1140;6058860;963030;8768;45;16
20.07.2012;585;585;529;556;5.47E+11;2778360;2380;15191650;1308410;4709;56;-29
19.07.2012;54;599;495;556;53007147114;4496920;3030;23836890;2598740;5779;104;16
18.07.2012;501;537;50;528;5.26E+11;2503930;1470;13173150;2002960;7999;37;27
17.07.2012;549;549;508;529;5.28E+11;4347770;3240;22975660;2977550;6848;41;-2
16.07.2012;549;549;52;529;5.26E+11;2614320;1670;13755840;1680950;643;29;-2
13.07.2012;535;539;512;526;5.28E+11;2822620;2180;14893600;1855010;6572;27;-9
12.07.2012;544;544;507;527;5.24E+11;1881190;2090;9855490;1646670;8753;37;-17
11.07.2012;52;569;502;515;5.15E+11;3471320;2140;17891250;2182400;6287;67;-5
10.07.2012;55;55;516;525;5.25E+11;3002530;1400;15766690;1840740;6131;34;-25
09.07.2012;55;55;507;528;5.16E+11;3431680;1720;17721930;2416880;7043;43;-22
06.07.2012;615;615;496;507;5.15E+11;2779370;1940;14319670;2222980;7998;119;-108
05.07.2012;55;55;505;515;5.15E+11;2597690;1730;13382740;2163020;8327;45;-35
04.07.2012;518;53;495;507;5.05E+11;4048680;1690;20464950;2918840;7209;35;-11
03.07.2012;555;555;514;518;5.18E+11;2093800;1330;10835570;1282520;6125;41;-37
02.07.2012;516;531;498;523;5.11E+11;2870140;2350;14677040;1701490;5928;33;7
29.06.2012;523;524;507;519;5.16E+11;3198790;2400;16515350;1870400;5847;17;-4
28.06.2012;53;53;501;504;5.06E+11;2943640;1870;14891600;1506650;5118;29;-26
27.06.2012;526;526;50;517;5.13E+11;2021470;1460;10373940;1393800;6895;26;-9
26.06.2012;53;53;496;506;5.05E+11;1536620;1630;7757940;847960;5518;34;-24
25.06.2012;509;529;495;505;5.05E+11;3417410;2420;17256420;2038150;5964;34;-4
22.06.2012;545;545;495;51;5.03E+11;3334180;1450;16772930;1692450;5076;5;-35
21.06.2012;55;55;495;507;5.06E+11;3729930;1580;18870740;2046040;5485;55;-43
20.06.2012;535;535;454;50;5.03E+11;3997790;1830;20099240;1910800;478;81;-35
19.06.2012;548;548;515;526;5.24E+11;2528060;1400;13257480;1657930;6558;33;-22
18.06.2012;577;577;518;534;5.32E+11;2359670;1300;12550080;858420;3638;59;-43
15.06.2012;548;548;504;526;5.24E+11;2203560;1330;11545390;692450;3142;44;-22
14.06.2012;555;555;486;527;5.20E+11;5413380;1590;28130100;2465660;4555;69;-28
13.06.2012;545;545;51;523;52399470418;3406460;1780;17849670;2082230;6113;35;-22
12.06.2012;525;549;476;522;5.13E+11;2796210;2190;14332690;2058580;7362;73;-3
11.06.2012;566;566;50;521;52361770224;4711720;2030;24671400;2650300;5625;66;-45
08.06.2012;54;58;49;527;52466894425;1323040;2920;6941580;832320;6291;9;-13
07.06.2012;53;584;521;539;5.40E+11;941290;670;5079480;550130;5844;63;9
06.06.2012;54;635;517;527;5.35E+11;2002180;4330;10705500;1226170;6124;118;-13
05.06.2012;60;65;484;538;5.26E+11;5452270;7040;28683880;2752490;5048;166;-62
04.06.2012;674;688;555;592;6.02E+11;5211420;2220;31382050;2565010;4922;133;-82
01.06.2012;648;673;526;629;6.32E+11;1177440;1310;7445530;601220;5106;147;-19
31.05.2012;738;738;566;641;6.48E+11;3441680;1310;22298570;1811890;5265;172;-97
30.05.2012;765;765;636;651;6.42E+11;3348140;1060;21509180;2204900;6585;129;-114
29.05.2012;784;784;635;645;6.50E+11;2741750;1550;17834490;1833410;6687;149;-139
28.05.2012;684;684;647;656;6.55E+11;1191900;770;7811580;980350;8225;37;-28
25.05.2012;689;689;643;652;6.63E+11;1453500;1100;9629740;1017920;7003;46;-37
24.05.2012;775;775;626;657;6.60E+11;2237120;1000;14765050;1589090;7103;149;-118
23.05.2012;785;785;625;66;6.60E+11;779320;870;5140910;619010;7943;16;-125
22.05.2012;71;71;646;661;6.68E+11;1818900;1090;12144500;1141220;6274;64;-49
21.05.2012;70;70;635;659;6.72E+11;2687720;1370;18063380;1704570;6342;65;-41
18.05.2012;704;704;675;691;6.83E+11;1579240;580;10784560;861260;5454;29;-13
17.05.2012;701;701;665;685;6.84E+11;3725850;2000;25487120;2580350;6926;36;-16
16.05.2012;728;728;655;693;6.91E+11;2777830;1250;19199600;1661130;598;73;-35
15.05.2012;728;728;694;711;7.08E+11;2652430;1010;18788680;1903000;7175;34;-17
14.05.2012;739;739;655;716;70388625;2400000;1860;16893270;1806650;7528;84;-23
11.05.2012;728;728;698;717;7.09E+11;2025470;1430;14364790;1098350;5423;3;-11
10.05.2012;728;728;697;719;7.13E+11;2883080;1430;20565650;2255030;7822;31;-9
